Community Area Number,Community Area Name,Group,Trimester Prenatal Care Began,Births 2000,Percent 2000,total births_2000,weighted_avg_percent_2000,Births 2001,Percent 2001,total births_2001,weighted_avg_percent_2001,Births 2002,Percent 2002,total births_2002,weighted_avg_percent_2002,Births 2003,Percent 2003,total births_2003,weighted_avg_percent_2003,Births 2004,Percent 2004,total births_2004,weighted_avg_percent_2004,Births 2005,Percent 2005,total births_2005,weighted_avg_percent_2005,Births 2006,Percent 2006,total births_2006,weighted_avg_percent_2006,Births 2007,Percent 2007,total births_2007,weighted_avg_percent_2007,Births 2008,Percent 2008,total births_2008,weighted_avg_percent_2008,Births 2009,Percent 2009,total births_2009,weighted_avg_percent_2009
11,JEFFERSON PARK,Least,NO PRENATAL CARE,3,1,77,0.038961039,0,0,45,0,2,0.6,28,0.042857143,2,0.6,39,0.030769231,0,0,39,0,2,0.6,33,0.036363636,1,0.3,28,0.010714286,1,0.3,33,0.009090909,1,0.3,25,0.012,1,0.3,24,0.0125
12,FOREST GLEN,Least,NO PRENATAL CARE,5,2.2,77,0.142857143,0,0,45,0,0,0,28,0,0,0,39,0,0,0,39,0,1,0.4,33,0.012121212,0,0,28,0,0,0,33,0,1,0.4,25,0.016,0,0,24,0
13,NORTH PARK,Less,NO PRENATAL CARE,7,2.6,194,0.093814433,4,1.4,96,0.058333333,1,0.4,74,0.005405405,1,0.4,49,0.008163265,0,0,36,0,1,0.4,56,0.007142857,1,0.4,63,0.006349206,1,0.4,42,0.00952381,1,0.5,35,0.014285714,1,0.5,28,0.017857143
14,ALBANY PARK,Moderately,NO PRENATAL CARE,31,2.5,311,0.249196141,16,1.4,169,0.132544379,2,0.2,151,0.002649007,7,0.6,159,0.026415094,4,0.4,139,0.011510791,2,0.2,125,0.0032,4,0.4,123,0.01300813,4,0.4,94,0.017021277,5,0.5,82,0.030487805,5,0.5,87,0.028735632
15,PORTAGE PARK,Least,NO PRENATAL CARE,19,2.2,77,0.542857143,7,0.8,45,0.124444444,3,0.3,28,0.032142857,5,0.6,39,0.076923077,4,0.5,39,0.051282051,5,0.5,33,0.075757576,5,0.5,28,0.089285714,7,0.7,33,0.148484848,5,0.5,25,0.1,2,0.2,24,0.016666667
16,IRVING PARK,Less,NO PRENATAL CARE,20,2,194,0.206185567,13,1.3,96,0.176041667,5,0.5,74,0.033783784,3,0.3,49,0.018367347,2,0.2,36,0.011111111,6,0.7,56,0.075,2,0.2,63,0.006349206,4,0.4,42,0.038095238,4,0.4,35,0.045714286,1,0.1,28,0.003571429
17,DUNNING,Least,NO PRENATAL CARE,8,1.5,77,0.155844156,1,0.2,45,0.004444444,5,1.2,28,0.214285714,0,0,39,0,1,0.2,39,0.005128205,4,0.8,33,0.096969697,1,0.2,28,0.007142857,0,0,33,0,2,0.4,25,0.032,0,0,24,0
19,BELMONT CRAGIN,Moderately,NO PRENATAL CARE,25,1.7,311,0.136655949,5,0.3,169,0.00887574,2,0.1,151,0.001324503,7,0.4,159,0.017610063,6,0.4,139,0.017266187,4,0.2,125,0.0064,8,0.5,123,0.032520325,5,0.3,94,0.015957447,3,0.2,82,0.007317073,8,0.5,87,0.045977011
20,HERMOSA,More,NO PRENATAL CARE,14,2.3,383,0.084073107,6,1,302,0.01986755,6,0.9,268,0.020149254,5,0.8,267,0.014981273,0,0,190,0,3,0.5,191,0.007853403,1,0.2,164,0.001219512,3,0.6,213,0.008450704,1,0.2,180,0.001111111,4,0.8,162,0.019753086
21,AVONDALE,Moderately,NO PRENATAL CARE,21,2.5,311,0.168810289,2,0.3,169,0.003550296,4,0.5,151,0.013245033,6,0.7,159,0.026415094,1,0.1,139,0.000719424,5,0.6,125,0.024,2,0.3,123,0.004878049,3,0.4,94,0.012765957,3,0.4,82,0.014634146,6,0.8,87,0.055172414
22,LOGAN SQUARE,Moderately,NO PRENATAL CARE,46,2.7,311,0.399356913,24,1.5,169,0.213017751,15,1,151,0.099337748,11,0.7,159,0.048427673,9,0.6,139,0.038848921,15,1.1,125,0.132,10,0.7,123,0.056910569,4,0.3,94,0.012765957,5,0.4,82,0.024390244,5,0.4,87,0.022988506
23,HUMBOLDT PARK,More,NO PRENATAL CARE,75,4.9,383,0.959530026,39,2.7,302,0.348675497,42,3,268,0.470149254,36,2.7,267,0.364044944,19,1.5,190,0.15,13,1,191,0.068062827,12,1,164,0.073170732,13,1,213,0.061032864,20,1.6,180,0.177777778,9,0.8,162,0.044444444
24,WEST TOWN,Less,NO PRENATAL CARE,29,2,194,0.298969072,19,1.4,96,0.277083333,12,0.9,74,0.145945946,11,0.8,49,0.179591837,7,0.5,36,0.097222222,9,0.6,56,0.096428571,13,0.9,63,0.185714286,5,0.3,42,0.035714286,3,0.2,35,0.017142857,2,0.1,28,0.007142857
25,AUSTIN,More,NO PRENATAL CARE,88,4.1,383,0.942036554,76,3.7,302,0.931125828,55,2.9,268,0.595149254,57,2.8,267,0.597752809,36,1.9,190,0.36,36,1.9,191,0.358115183,27,1.4,164,0.230487805,47,2.4,213,0.529577465,36,1.9,180,0.38,53,2.9,162,0.948765432
26,WEST GARFIELD PARK,Most,NO PRENATAL CARE,56,11.8,374,1.76684492,27,5.7,367,0.419346049,26,5.7,299,0.495652174,29,7.1,296,0.695608108,27,7.1,266,0.720676692,25,6.3,244,0.645491803,16,4.4,259,0.271814672,19,4.5,234,0.365384615,10,2.5,213,0.117370892,12,3.2,204,0.188235294
27,EAST GARFIELD PARK,More,NO PRENATAL CARE,35,8,383,0.731070496,25,6,302,0.496688742,14,3.7,268,0.193283582,18,4.4,267,0.296629213,14,3.5,190,0.257894737,22,5.2,191,0.59895288,11,2.9,164,0.194512195,11,2.8,213,0.144600939,11,2.7,180,0.165,11,2.8,162,0.190123457
28,NEAR WEST SIDE,Moderately,NO PRENATAL CARE,38,5,311,0.610932476,14,1.9,169,0.15739645,11,1.6,151,0.116556291,23,2.9,159,0.419496855,12,1.6,139,0.138129496,5,0.7,125,0.028,10,1.3,123,0.105691057,6,0.7,94,0.044680851,2,0.2,82,0.004878049,9,0.9,87,0.093103448
29,NORTH LAWNDALE,Most,NO PRENATAL CARE,50,5.1,374,0.681818182,50,5.3,367,0.722070845,30,3.6,299,0.361204013,24,3,296,0.243243243,19,2.3,266,0.164285714,29,3.9,244,0.46352459,22,2.9,259,0.246332046,22,2.9,234,0.272649573,15,2,213,0.14084507,19,2.5,204,0.232843137
30,SOUTH LAWNDALE,More,NO PRENATAL CARE,18,0.8,383,0.037597911,14,0.6,302,0.02781457,15,0.7,268,0.039179104,11,0.5,267,0.020599251,23,1.2,190,0.145263158,24,1.3,191,0.163350785,12,0.7,164,0.051219512,9,0.5,213,0.021126761,7,0.4,180,0.015555556,7,0.4,162,0.017283951
31,LOWER WEST SIDE,More,NO PRENATAL CARE,11,1,383,0.028720627,11,1.1,302,0.040066225,7,0.7,268,0.018283582,15,1.6,267,0.08988764,10,1.2,190,0.063157895,5,0.7,191,0.018324607,2,0.3,164,0.003658537,7,1,213,0.03286385,8,1.2,180,0.053333333,2,0.3,162,0.003703704
32,LOOP,Less,NO PRENATAL CARE,1,0.7,194,0.003608247,0,0,96,0,0,0,74,0,0,0,49,0,1,0.7,36,0.019444444,0,0,56,0,0,0,63,0,0,0,42,0,0,0,35,0,0,0,28,0
33,NEAR SOUTH SIDE,Moderately,NO PRENATAL CARE,8,4.2,311,0.108038585,2,0.9,169,0.010650888,4,1.7,151,0.045033113,5,1.9,159,0.059748428,5,2.1,139,0.075539568,3,1.1,125,0.0264,3,1.1,123,0.026829268,3,0.9,94,0.028723404,1,0.3,82,0.003658537,3,0.7,87,0.024137931
34,ARMOUR SQUARE,Moderately,NO PRENATAL CARE,4,2.4,311,0.030868167,1,0.7,169,0.004142012,3,2.7,151,0.053642384,2,1.5,159,0.018867925,1,0.8,139,0.005755396,1,0.8,125,0.0064,0,0,123,0,0,0,94,0,1,0.7,82,0.008536585,0,0,87,0
35,DOUGLAS,More,NO PRENATAL CARE,27,6.2,383,0.437075718,17,4.4,302,0.247682119,12,3.7,268,0.165671642,7,2.5,267,0.065543071,5,1.9,190,0.05,2,0.8,191,0.008376963,8,3.4,164,0.165853659,7,3,213,0.098591549,2,1,180,0.011111111,4,2,162,0.049382716
36,OAKLAND,Most,NO PRENATAL CARE,1,0.7,374,0.001871658,6,4.6,367,0.07520436,3,3,299,0.030100334,8,9.1,296,0.245945946,0,0,266,0,0,0,244,0,1,1.2,259,0.004633205,2,2,234,0.017094017,1,0.9,213,0.004225352,2,1.9,204,0.018627451
37,FULLER PARK,Most,NO PRENATAL CARE,4,5.8,374,0.062032086,5,9.3,367,0.126702997,4,7.7,299,0.103010033,3,5.8,296,0.058783784,3,4.4,266,0.04962406,3,6.1,244,0.075,4,8.2,259,0.126640927,1,1.9,234,0.008119658,2,5.7,213,0.053521127,0,0,204,0
38,GRAND BOULEVARD,Most,NO PRENATAL CARE,33,6,374,0.529411765,20,4.2,367,0.228882834,16,3.7,299,0.197993311,19,5,296,0.320945946,12,3.6,266,0.162406015,12,4.2,244,0.206557377,10,3.5,259,0.135135135,9,2.9,234,0.111538462,6,1.6,213,0.045070423,4,1.2,204,0.023529412
39,KENWOOD,Moderately,NO PRENATAL CARE,3,1.2,311,0.011575563,3,1.1,169,0.019526627,4,1.7,151,0.045033113,7,2.8,159,0.12327044,2,0.9,139,0.01294964,4,1.9,125,0.0608,3,1.3,123,0.031707317,0,0,94,0,4,1.7,82,0.082926829,2,0.9,87,0.020689655
40,WASHINGTON PARK,Most,NO PRENATAL CARE,24,6.6,374,0.423529412,7,2.3,367,0.04386921,18,6.7,299,0.403344482,19,6.7,296,0.430067568,24,8.7,266,0.784962406,14,5.3,244,0.304098361,15,5.5,259,0.318532819,3,1.2,234,0.015384615,8,3.5,213,0.131455399,8,3.5,204,0.137254902
41,HYDE PARK,Less,NO PRENATAL CARE,4,1.2,194,0.024742268,4,1.2,96,0.05,0,0,74,0,3,0.9,49,0.055102041,1,0.3,36,0.008333333,2,0.7,56,0.025,3,1.1,63,0.052380952,2,0.8,42,0.038095238,0,0,35,0,0,0,28,0
42,WOODLAWN,More,NO PRENATAL CARE,14,3,383,0.109660574,13,3,302,0.129139073,19,4.6,268,0.326119403,22,4.9,267,0.403745318,15,3.7,190,0.292105263,8,2,191,0.083769634,12,2.8,164,0.204878049,15,3.6,213,0.253521127,10,2.6,180,0.144444444,10,2.8,162,0.172839506
43,SOUTH SHORE,More,NO PRENATAL CARE,35,3.4,383,0.310704961,36,3.5,302,0.417218543,35,3.9,268,0.509328358,31,3.5,267,0.406367041,26,2.9,190,0.396842105,27,3,191,0.42408377,18,2,164,0.219512195,30,3.3,213,0.464788732,18,2.3,180,0.23,17,2,162,0.209876543
44,CHATHAM,Most,NO PRENATAL CARE,10,2,374,0.053475936,18,3.4,367,0.166757493,17,3.3,299,0.187625418,7,1.4,296,0.033108108,11,2.6,266,0.107518797,12,2.7,244,0.132786885,7,1.4,259,0.037837838,11,2.4,234,0.112820513,17,3.8,213,0.303286385,15,3.3,204,0.242647059
62,WEST ELSDON,Less,NO PRENATAL CARE,2,0.7,194,0.007216495,2,0.7,96,0.014583333,4,1.3,74,0.07027027,0,0,49,0,1,0.3,36,0.008333333,1,0.3,56,0.005357143,2,0.5,63,0.015873016,0,0,42,0,1,0.3,35,0.008571429,1,0.3,28,0.010714286
45,AVALON PARK,Most,NO PRENATAL CARE,5,3.5,374,0.046791444,2,1.5,367,0.008174387,6,4.8,299,0.09632107,4,3.1,296,0.041891892,4,2.8,266,0.042105263,6,5,244,0.12295082,5,3.6,259,0.069498069,7,6.9,234,0.206410256,7,6,213,0.197183099,5,3.6,204,0.088235294
46,SOUTH CHICAGO,More,NO PRENATAL CARE,26,3.6,383,0.244386423,23,3.1,302,0.236092715,22,3.2,268,0.262686567,13,2.1,267,0.102247191,13,2,190,0.136842105,16,2.6,191,0.217801047,14,2.3,164,0.196341463,32,5.1,213,0.766197183,26,4.6,180,0.664444444,25,4.3,162,0.663580247
47,BURNSIDE,More,NO PRENATAL CARE,3,5.2,383,0.04073107,2,3.8,302,0.025165563,0,0,268,0,3,7.1,267,0.079775281,1,2.4,190,0.012631579,2,4,191,0.041884817,0,0,164,0,0,0,213,0,4,8.3,180,0.184444444,1,2.6,162,0.016049383
48,CALUMET HEIGHTS,More,NO PRENATAL CARE,4,2.2,383,0.022976501,4,2.2,302,0.029139073,7,3.9,268,0.101865672,3,1.8,267,0.020224719,3,1.8,190,0.028421053,6,3.7,191,0.116230366,2,1.2,164,0.014634146,4,2.5,213,0.046948357,5,3.2,180,0.088888889,1,0.7,162,0.004320988
72,BEVERLY,Least,NO PRENATAL CARE,1,0.4,77,0.005194805,0,0,45,0,0,0,28,0,0,0,39,0,3,1.1,39,0.084615385,0,0,33,0,2,0.8,28,0.057142857,0,0,33,0,1,0.4,25,0.016,1,0.4,24,0.016666667
49,ROSELAND,Most,NO PRENATAL CARE,25,3,374,0.200534759,29,3.7,367,0.292370572,22,2.8,299,0.206020067,29,4,296,0.391891892,27,3.5,266,0.355263158,18,2.7,244,0.199180328,21,2.8,259,0.227027027,21,3,234,0.269230769,20,3,213,0.281690141,22,3.4,204,0.366666667
50,PULLMAN,More,NO PRENATAL CARE,1,0.6,383,0.00156658,2,1.5,302,0.009933775,1,0.7,268,0.00261194,4,3.1,267,0.046441948,1,0.8,190,0.004210526,2,1.8,191,0.018848168,3,2.1,164,0.038414634,3,2.7,213,0.038028169,2,1.8,180,0.02,2,1.9,162,0.02345679
51,SOUTH DEERING,More,NO PRENATAL CARE,3,1,383,0.007832898,8,2.9,302,0.076821192,6,2.5,268,0.055970149,9,3.5,267,0.117977528,1,0.4,190,0.002105263,2,0.9,191,0.009424084,3,1.3,164,0.023780488,5,2.2,213,0.051643192,8,3.1,180,0.137777778,3,1.2,162,0.022222222
52,EAST SIDE,Moderately,NO PRENATAL CARE,3,0.7,311,0.006752412,7,1.6,169,0.066272189,7,1.7,151,0.078807947,3,0.7,159,0.013207547,8,1.7,139,0.097841727,7,1.7,125,0.0952,6,1.3,123,0.063414634,10,2.2,94,0.234042553,3,0.7,82,0.025609756,6,1.5,87,0.103448276
53,WEST PULLMAN,Most,NO PRENATAL CARE,19,3,374,0.152406417,23,3.8,367,0.238147139,19,3.2,299,0.203344482,21,3.5,296,0.248310811,16,2.9,266,0.17443609,13,2.1,244,0.111885246,15,2.7,259,0.156370656,14,2.4,234,0.143589744,19,3.4,213,0.303286385,22,4.7,204,0.506862745
54,RIVERDALE,Most,NO PRENATAL CARE,8,4.5,374,0.096256684,6,3.7,367,0.060490463,10,7.7,299,0.257525084,4,3.3,296,0.044594595,7,5.3,266,0.139473684,1,1,244,0.004098361,2,2.2,259,0.016988417,2,2.4,234,0.020512821,4,4.2,213,0.078873239,4,4.7,204,0.092156863
55,HEGEWISCH,Least,NO PRENATAL CARE,1,0.7,77,0.009090909,4,3.3,45,0.293333333,0,0,28,0,1,0.8,39,0.020512821,0,0,39,0,1,0.8,33,0.024242424,1,0.9,28,0.032142857,2,1.8,33,0.109090909,2,1.7,25,0.136,3,2.3,24,0.2875
56,GARFIELD RIDGE,Least,NO PRENATAL CARE,6,1.3,77,0.101298701,9,1.9,45,0.38,8,1.7,28,0.485714286,14,2.8,39,1.005128205,7,1.4,39,0.251282051,5,1,33,0.151515152,6,1.2,28,0.257142857,7,1.5,33,0.318181818,3,0.6,25,0.072,10,2.2,24,0.916666667
57,ARCHER HEIGHTS,Less,NO PRENATAL CARE,4,1.9,194,0.039175258,3,1.2,96,0.0375,4,1.5,74,0.081081081,2,0.8,49,0.032653061,2,0.8,36,0.044444444,1,0.3,56,0.005357143,0,0,63,0,1,0.4,42,0.00952381,0,0,35,0,1,0.4,28,0.014285714
58,BRIGHTON PARK,Moderately,NO PRENATAL CARE,12,1.1,311,0.04244373,5,0.4,169,0.01183432,10,0.9,151,0.059602649,6,0.5,159,0.018867925,7,0.6,139,0.030215827,3,0.3,125,0.0072,8,0.8,123,0.05203252,6,0.6,94,0.038297872,10,1,82,0.12195122,3,0.3,87,0.010344828
59,MCKINLEY PARK,Moderately,NO PRENATAL CARE,1,0.3,311,0.00096463,0,0,169,0,2,0.7,151,0.009271523,1,0.3,159,0.001886792,2,0.7,139,0.010071942,4,1.6,125,0.0512,0,0,123,0,1,0.3,94,0.003191489,0,0,82,0,2,0.8,87,0.018390805
60,BRIDGEPORT,Less,NO PRENATAL CARE,7,1.4,194,0.050515464,5,1.1,96,0.057291667,8,1.8,74,0.194594595,3,0.7,49,0.042857143,8,1.8,36,0.4,2,0.5,56,0.017857143,2,0.5,63,0.015873016,2,0.4,42,0.019047619,1,0.2,35,0.005714286,3,0.8,28,0.085714286
61,NEW CITY,Moderately,NO PRENATAL CARE,41,3.1,311,0.408681672,36,2.9,169,0.617751479,33,3,151,0.655629139,26,2.2,159,0.359748428,36,3.1,139,0.802877698,32,2.8,125,0.7168,35,3.1,123,0.882113821,25,2.3,94,0.611702128,20,1.9,82,0.463414634,17,1.8,87,0.351724138
63,GAGE PARK,Moderately,NO PRENATAL CARE,11,1.1,311,0.038906752,9,0.9,169,0.047928994,9,0.9,151,0.053642384,11,1.1,159,0.076100629,17,1.7,139,0.207913669,7,0.7,125,0.0392,4,0.4,123,0.01300813,10,1,94,0.106382979,6,0.6,82,0.043902439,5,0.6,87,0.034482759
64,CLEARING,Least,NO PRENATAL CARE,1,0.4,77,0.005194805,2,0.7,45,0.031111111,2,0.7,28,0.05,2,0.7,39,0.035897436,1,0.3,39,0.007692308,2,0.6,33,0.036363636,4,1.2,28,0.171428571,0,0,33,0,3,0.9,25,0.108,0,0,24,0
65,WEST LAWN,Less,NO PRENATAL CARE,5,1,194,0.025773196,3,0.5,96,0.015625,4,0.7,74,0.037837838,1,0.2,49,0.004081633,1,0.2,36,0.005555556,1,0.2,56,0.003571429,2,0.3,63,0.00952381,5,0.7,42,0.083333333,1,0.2,35,0.005714286,4,0.6,28,0.085714286
66,CHICAGO LAWN,More,NO PRENATAL CARE,29,2.2,383,0.166579634,26,2.1,302,0.180794702,27,1.9,268,0.19141791,33,2.6,267,0.321348315,23,1.9,190,0.23,23,1.9,191,0.228795812,39,3,164,0.713414634,27,2.1,213,0.266197183,22,1.8,180,0.22,13,1.2,162,0.096296296
67,WEST ENGLEWOOD,Most,NO PRENATAL CARE,55,5.9,374,0.867647059,62,6.3,367,1.064305177,44,4.8,299,0.706354515,38,4.6,296,0.590540541,42,4.8,266,0.757894737,44,5.4,244,0.973770492,50,6.5,259,1.254826255,46,5.7,234,1.120512821,39,5.1,213,0.933802817,27,3.6,204,0.476470588
68,ENGLEWOOD,Most,NO PRENATAL CARE,33,3.8,374,0.335294118,37,4.4,367,0.44359673,32,4.2,299,0.449498328,34,4.6,296,0.528378378,25,3.4,266,0.319548872,19,3,244,0.233606557,35,4.7,259,0.635135135,24,3.4,234,0.348717949,24,3.7,213,0.416901408,23,3.6,204,0.405882353
69,GREATER GRAND CROSSING,Most,NO PRENATAL CARE,11,1.7,374,0.05,34,5.2,367,0.481743869,22,3.5,299,0.257525084,17,2.9,296,0.166554054,14,2.5,266,0.131578947,11,2,244,0.090163934,11,2,259,0.084942085,25,3.9,234,0.416666667,15,2.5,213,0.176056338,11,1.8,204,0.097058824
70,ASHBURN,Less,NO PRENATAL CARE,5,0.9,194,0.023195876,4,0.7,96,0.029166667,5,0.9,74,0.060810811,4,0.6,49,0.048979592,3,0.5,36,0.041666667,4,0.7,56,0.05,9,1.5,63,0.214285714,3,0.5,42,0.035714286,5,0.8,35,0.114285714,3,0.5,28,0.053571429
71,AUBURN GRESHAM,Most,NO PRENATAL CARE,30,3.3,374,0.264705882,30,3.6,367,0.294277929,16,2.1,299,0.112374582,34,4.3,296,0.493918919,26,3.5,266,0.342105263,29,4,244,0.475409836,34,4.4,259,0.577606178,23,2.7,234,0.265384615,17,2.3,213,0.183568075,23,3.1,204,0.349509804
73,WASHINGTON HEIGHTS,Most,NO PRENATAL CARE,10,2.4,374,0.064171123,11,2.8,367,0.083923706,14,4,299,0.18729097,6,1.7,296,0.034459459,9,2.7,266,0.091353383,8,2.1,244,0.068852459,11,3.1,259,0.131660232,5,1.4,234,0.02991453,9,2.5,213,0.105633803,7,2.2,204,0.075490196
74,MOUNT GREENWOOD,Least,NO PRENATAL CARE,0,0,77,0,2,0.8,45,0.035555556,0,0,28,0,1,0.4,39,0.01025641,0,0,39,0,1,0.4,33,0.012121212,1,0.5,28,0.017857143,0,0,33,0,1,0.4,25,0.016,0,0,24,0
75,MORGAN PARK,Moderately,NO PRENATAL CARE,7,2.1,311,0.047266881,7,2.1,169,0.086982249,4,1.2,151,0.031788079,5,1.6,159,0.050314465,6,1.9,139,0.082014388,6,1.9,125,0.0912,8,2.6,123,0.169105691,4,1.3,94,0.055319149,7,2.5,82,0.213414634,10,3.3,87,0.379310345
76,O'HARE,Least,NO PRENATAL CARE,3,1.6,77,0.062337662,2,1.2,45,0.053333333,1,0.6,28,0.021428571,0,0,39,0,1,0.6,39,0.015384615,1,0.6,33,0.018181818,0,0,28,0,1,0.5,33,0.015151515,0,0,25,0,0,0,24,0
77,EDGEWATER,Less,NO PRENATAL CARE,34,3.9,194,0.683505155,11,1.3,96,0.148958333,6,0.8,74,0.064864865,7,0.9,49,0.128571429,3,0.4,36,0.033333333,5,0.7,56,0.0625,5,0.7,63,0.055555556,2,0.3,42,0.014285714,2,0.3,35,0.017142857,3,0.4,28,0.042857143
0,CHICAGO,Chicago,NO PRENATAL CARE,1365,2.7,1365,2.7,995,2,995,2,833,1.7,833,1.7,829,1.7,829,1.7,681,1.5,681,1.5,656,1.4,656,1.4,648,1.4,648,1.4,629,1.4,629,1.4,545,1.2,545,1.2,511,1.1,511,1.1
